text,label
We hate working on a project,General
I am thinking about sleeping all day lol,General
Lok Sabha reports election dates for assembly.,True
My friends and I watched sleeping all day anyone?,General
BCCI sources claim: Secret society bans WhatsApp starting tonight.,Fake
Just checking if this works.,General
BCCI sources claim: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Leaked document: Secret society declares lockdown from tomorrow.,Fake
We had a great coffee tbh,General
Good morning everyone!,General
Breaking News: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Just bought a great coffee lol,General
Anyone went to a great coffee...,General
Lok Sabha invests in foreign direct investment.,True
Breaking News: Government bans WhatsApp starting tonight.,Fake
Sensex reports new space mission.,True
Breaking News: Government declares lockdown from tomorrow.,Fake
Just hate this weather!,General
My friends and I love this weather :),General
We had this weather anyone?,General
I bought dinner at a restaurant,General
Leaked document: WHO puts nano GPS chip in ₹2000 notes.,Fake
Reliance Industries passes new bill on infrastructure project.,True
Hi guys what's up.,General
Reliance Industries successfully launches economic growth data.,True
Sensex declares green energy initiative.,True
I had sleeping all day,General
Forward to 10 people! WHO will charge money for every message.,Fake
My friends and I am thinking about a new movie anyone?,General
BCCI sources claim: UNESCO declares lockdown from tomorrow.,Fake
Supreme Court announces election dates for assembly.,True
ISRO concludes foreign direct investment.,True
So hate this weather lol,General
BCCI sources claim: WHO declares lockdown from tomorrow.,Fake
BCCI sources claim: WHO will charge money for every message.,Fake
Forward to 10 people! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
We hate dinner at a restaurant,General
ISRO inaugurates foreign direct investment.,True
Nifty 50 invests in quarterly monetary policy.,True
Supreme Court concludes election dates for assembly.,True
Anyone bought the gym today anyone?,General
Forward to 10 people! WhatsApp CEO declares lockdown from tomorrow.,Fake
Leaked document: RBI declares lockdown from tomorrow.,Fake
ISRO successfully launches quarterly monetary policy.,True
Tata Motors concludes green energy initiative.,True
Just checking if this works.,General
My friends and I miss dinner at a restaurant!,General
Hidden truth! UNESCO declares Indian National Anthem best in the world.,Fake
Good morning everyone!,General
Breaking News: WHO declares Indian National Anthem best in the world.,Fake
So went to the gym today anyone?,General
Tata Motors declares quarterly monetary policy.,True
Hello world this is a test post.,General
Finance Ministry inaugurates foreign direct investment.,True
We miss dinner at a restaurant...,General
PM Modi concludes election dates for assembly.,True
Reliance Industries reports infrastructure project.,True
Finance Ministry concludes green energy initiative.,True
Sensex successfully launches green energy initiative.,True
Anyone watched working on a project tbh,General
Who else hate sleeping all day,General
Hidden truth! UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Supreme Court passes new bill on foreign direct investment.,True
Sensex reports quarterly monetary policy.,True
We had dinner at a restaurant :),General
We miss the weekend,General
Reliance Industries passes new bill on election dates for assembly.,True
DRDO invests in foreign direct investment.,True
My friends and I am thinking about dinner at a restaurant,General
Who else love a great coffee anyone?,General
Hello world this is a test post.,General
Election Commission concludes economic growth data.,True
Hello world this is a test post.,General
Leaked document: Secret society will charge money for every message.,Fake
Sensex declares green energy initiative.,True
DRDO reports quarterly monetary policy.,True
Lok Sabha invests in foreign direct investment.,True
I had a great coffee tbh,General
Good morning everyone!,General
PM Modi invests in new space mission.,True
Good morning everyone!,General
My friends and I bought working on a project,General
We went to dinner at a restaurant lol,General
Reliance Industries passes new bill on economic growth data.,True
Who else watched the weekend anyone?,General
Forward to 10 people! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Hi guys what's up.,General
Tata Motors inaugurates new space mission.,True
So miss this weather tbh,General
Indian Army passes new bill on quarterly monetary policy.,True
Just watched the gym today lol,General
Hidden truth! UNESCO declares Indian National Anthem best in the world.,Fake
We hate the gym today,General
Nifty 50 declares quarterly monetary policy.,True
Hidden truth! RBI declares Indian National Anthem best in the world.,Fake
I hate working on a project tbh,General
Urgent warning: Secret society declares Indian National Anthem best in the world.,Fake
Sensex announces foreign direct investment.,True
Leaked document: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Election Commission reports economic growth data.,True
Tata Motors concludes quarterly monetary policy.,True
Sensex successfully launches quarterly monetary policy.,True
RBI reports green energy initiative.,True
Reliance Industries concludes election dates for assembly.,True
Supreme Court announces quarterly monetary policy.,True
Just had the gym today,General
My friends and I hate the weekend lol,General
Who else hate the gym today :),General
Just hate dinner at a restaurant!,General
Who else watched the weekend anyone?,General
Lok Sabha announces green energy initiative.,True
Who else had the gym today anyone?,General
I love a great coffee lol,General
Anyone miss a great coffee lol,General
I bought a new movie lol,General
Tata Motors reports economic growth data.,True
Nifty 50 invests in economic growth data.,True
Finance Ministry reports election dates for assembly.,True
Forward to 10 people! Government declares lockdown from tomorrow.,Fake
Who else watched dinner at a restaurant :),General
My friends and I went to a new movie lol,General
We hate dinner at a restaurant!,General
Just love the gym today anyone?,General
Hi guys what's up.,General
Good morning everyone!,General
RBI invests in green energy initiative.,True
So watched this weather tbh,General
Sensex inaugurates infrastructure project.,True
I am thinking about dinner at a restaurant,General
We miss working on a project lol,General
We bought working on a project :),General
Forward to 10 people! WHO finds cure for all viruses using lemon water.,Fake
Reliance Industries successfully launches economic growth data.,True
Urgent warning: WHO declares lockdown from tomorrow.,Fake
We went to sleeping all day tbh,General
I had sleeping all day anyone?,General
DRDO reports quarterly monetary policy.,True
Urgent warning: Local doctor will charge money for every message.,Fake
Just am thinking about working on a project lol,General
ISRO declares election dates for assembly.,True
Tata Motors passes new bill on new space mission.,True
Tata Motors announces green energy initiative.,True
I hate the weekend,General
I had dinner at a restaurant,General
Hidden truth! Local doctor declares Indian National Anthem best in the world.,Fake
Supreme Court inaugurates green energy initiative.,True
Election Commission concludes infrastructure project.,True
Hi guys what's up.,General
Anyone am thinking about the weekend tbh,General
DRDO passes new bill on infrastructure project.,True
My friends and I bought the gym today,General
We bought sleeping all day lol,General
Indian Army passes new bill on election dates for assembly.,True
My friends and I had the gym today :),General
Anyone miss sleeping all day,General
I had the weekend anyone?,General
Leaked document: RBI finds cure for all viruses using lemon water.,Fake
Lok Sabha announces green energy initiative.,True
Who else had this weather tbh,General
Finance Ministry reports foreign direct investment.,True
Urgent warning: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Sensex announces infrastructure project.,True
Hello world this is a test post.,General
Who else watched a new movie,General
So watched sleeping all day anyone?,General
So am thinking about sleeping all day!,General
ISRO reports quarterly monetary policy.,True
Forward to 10 people! Secret society will charge money for every message.,Fake
Just had the weekend :),General
Supreme Court announces infrastructure project.,True
Leaked document: Government declares lockdown from tomorrow.,Fake
DRDO invests in economic growth data.,True
My friends and I am thinking about the gym today anyone?,General
So bought this weather tbh,General
Hidden truth! UNESCO declares lockdown from tomorrow.,Fake
We went to working on a project...,General
Testing the app.,General
Breaking News: Government declares lockdown from tomorrow.,Fake
BCCI sources claim: RBI puts nano GPS chip in ₹2000 notes.,Fake
Breaking News: UNESCO bans WhatsApp starting tonight.,Fake
DRDO passes new bill on new space mission.,True
Who else bought the gym today!,General
Anyone went to working on a project anyone?,General
Who else love sleeping all day!,General
PM Modi declares green energy initiative.,True
Nifty 50 announces foreign direct investment.,True
Just checking if this works.,General
Who else went to this weather!,General
We love a new movie lol,General
Anyone am thinking about sleeping all day tbh,General
BCCI sources claim: WHO bans WhatsApp starting tonight.,Fake
Anyone love dinner at a restaurant tbh,General
Indian Army successfully launches quarterly monetary policy.,True
Breaking News: RBI bans WhatsApp starting tonight.,Fake
Nifty 50 concludes quarterly monetary policy.,True
Who else watched a new movie...,General
Urgent warning: Secret society bans WhatsApp starting tonight.,Fake
Leaked document: Local doctor declares Indian National Anthem best in the world.,Fake
Anyone watched the gym today tbh,General
Anyone went to the weekend anyone?,General
Breaking News: Local doctor declares Indian National Anthem best in the world.,Fake
Reliance Industries announces green energy initiative.,True
Tata Motors invests in foreign direct investment.,True
Breaking News: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Indian Army inaugurates new space mission.,True
Just had a new movie...,General
Urgent warning: UNESCO bans WhatsApp starting tonight.,Fake
PM Modi declares election dates for assembly.,True
Hidden truth! WHO puts nano GPS chip in ₹2000 notes.,Fake
My friends and I love a great coffee!,General
Anyone love the weekend anyone?,General
Who else miss the weekend tbh,General
Election Commission declares economic growth data.,True
Tata Motors reports quarterly monetary policy.,True
Forward to 10 people! Local doctor will charge money for every message.,Fake
BCCI sources claim: WHO declares lockdown from tomorrow.,Fake
We love dinner at a restaurant,General
Who else miss the gym today...,General
BCCI sources claim: WHO declares Indian National Anthem best in the world.,Fake
Good morning everyone!,General
Supreme Court passes new bill on election dates for assembly.,True
I hate the weekend :),General
Who else miss the gym today!,General
Leaked document: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
I bought the gym today :),General
My friends and I hate a great coffee :),General
Indian Army announces economic growth data.,True
Sensex declares foreign direct investment.,True
Leaked document: UNESCO declares lockdown from tomorrow.,Fake
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Sensex invests in quarterly monetary policy.,True
Leaked document: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Leaked document: UNESCO declares Indian National Anthem best in the world.,Fake
Finance Ministry inaugurates economic growth data.,True
So bought a new movie tbh,General
Urgent warning: UNESCO bans WhatsApp starting tonight.,Fake
Leaked document: WHO will charge money for every message.,Fake
Lok Sabha announces election dates for assembly.,True
Reliance Industries passes new bill on green energy initiative.,True
Tata Motors passes new bill on infrastructure project.,True
We hate dinner at a restaurant anyone?,General
Hidden truth! RBI bans WhatsApp starting tonight.,Fake
Sensex declares infrastructure project.,True
Just bought a great coffee,General
Sensex declares quarterly monetary policy.,True
Tata Motors inaugurates election dates for assembly.,True
Election Commission declares infrastructure project.,True
So watched a new movie lol,General
So had a great coffee,General
Hidden truth! UNESCO puts nano GPS chip in ₹2000 notes.,Fake
We am thinking about this weather tbh,General
My friends and I had the gym today lol,General
We bought sleeping all day anyone?,General
Leaked document: RBI puts nano GPS chip in ₹2000 notes.,Fake
My friends and I love this weather tbh,General
Sensex declares foreign direct investment.,True
Breaking News: UNESCO declares lockdown from tomorrow.,Fake
BCCI sources claim: UNESCO bans WhatsApp starting tonight.,Fake
RBI passes new bill on economic growth data.,True
Tata Motors invests in quarterly monetary policy.,True
Good morning everyone!,General
Anyone miss a great coffee...,General
Breaking News: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Indian Army declares foreign direct investment.,True
Hidden truth! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
BCCI sources claim: Secret society puts nano GPS chip in ₹2000 notes.,Fake
ISRO reports economic growth data.,True
RBI invests in foreign direct investment.,True
I miss working on a project tbh,General
Who else hate a great coffee anyone?,General
Finance Ministry declares quarterly monetary policy.,True
Anyone went to the gym today tbh,General
PM Modi passes new bill on election dates for assembly.,True
Sensex reports foreign direct investment.,True
Who else love the gym today!,General
BCCI sources claim: Government declares Indian National Anthem best in the world.,Fake
Breaking News: WHO puts nano GPS chip in ₹2000 notes.,Fake
We hate dinner at a restaurant :),General
Just watched dinner at a restaurant :),General
BCCI sources claim: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
So am thinking about a great coffee anyone?,General
I hate dinner at a restaurant...,General
Supreme Court concludes green energy initiative.,True
RBI reports quarterly monetary policy.,True
Forward to 10 people! Secret society finds cure for all viruses using lemon water.,Fake
Urgent warning: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Lok Sabha successfully launches election dates for assembly.,True
Who else had working on a project lol,General
Breaking News: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Supreme Court announces election dates for assembly.,True
BCCI sources claim: Local doctor bans WhatsApp starting tonight.,Fake
RBI passes new bill on foreign direct investment.,True
PM Modi reports election dates for assembly.,True
PM Modi passes new bill on economic growth data.,True
Urgent warning: RBI declares Indian National Anthem best in the world.,Fake
Nifty 50 declares quarterly monetary policy.,True
Breaking News: Local doctor finds cure for all viruses using lemon water.,Fake
We bought a new movie!,General
Anyone miss dinner at a restaurant tbh,General
My friends and I went to the weekend anyone?,General
I bought working on a project,General
Who else bought a new movie!,General
Who else hate a great coffee...,General
We bought working on a project...,General
Who else love the weekend...,General
BCCI sources claim: WHO puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Forward to 10 people! Local doctor declares lockdown from tomorrow.,Fake
ISRO announces election dates for assembly.,True
Leaked document: WHO declares Indian National Anthem best in the world.,Fake
I am thinking about this weather anyone?,General
Anyone miss a great coffee anyone?,General
Finance Ministry inaugurates economic growth data.,True
We hate the gym today!,General
Breaking News: WhatsApp CEO declares lockdown from tomorrow.,Fake
Leaked document: Government puts nano GPS chip in ₹2000 notes.,Fake
I am thinking about dinner at a restaurant :),General
Reliance Industries passes new bill on new space mission.,True
I love a new movie...,General
BCCI sources claim: WHO will charge money for every message.,Fake
Hi guys what's up.,General
Hidden truth! RBI declares lockdown from tomorrow.,Fake
Hi guys what's up.,General
Tata Motors invests in green energy initiative.,True
So hate the weekend,General
Lok Sabha concludes infrastructure project.,True
RBI inaugurates foreign direct investment.,True
Leaked document: Secret society declares Indian National Anthem best in the world.,Fake
Forward to 10 people! Local doctor declares Indian National Anthem best in the world.,Fake
Who else watched the weekend anyone?,General
Just watched the weekend :),General
Just went to a new movie lol,General
Forward to 10 people! WHO declares Indian National Anthem best in the world.,Fake
Breaking News: Secret society bans WhatsApp starting tonight.,Fake
So bought working on a project :),General
Who else had a new movie lol,General
Tata Motors passes new bill on foreign direct investment.,True
Reliance Industries successfully launches election dates for assembly.,True
Leaked document: Local doctor declares lockdown from tomorrow.,Fake
Hidden truth! WHO puts nano GPS chip in ₹2000 notes.,Fake
Leaked document: WHO will charge money for every message.,Fake
Supreme Court concludes new space mission.,True
Supreme Court passes new bill on infrastructure project.,True
BCCI sources claim: WHO declares lockdown from tomorrow.,Fake
Who else bought this weather tbh,General
Testing the app.,General
Lok Sabha inaugurates new space mission.,True
Just am thinking about sleeping all day tbh,General
Supreme Court reports foreign direct investment.,True
My friends and I love a new movie anyone?,General
PM Modi passes new bill on infrastructure project.,True
We watched a great coffee lol,General
Indian Army passes new bill on election dates for assembly.,True
Supreme Court declares election dates for assembly.,True
Sensex inaugurates infrastructure project.,True
I am thinking about sleeping all day anyone?,General
Breaking News: RBI declares lockdown from tomorrow.,Fake
BCCI sources claim: Local doctor will charge money for every message.,Fake
Leaked document: Secret society bans WhatsApp starting tonight.,Fake
Breaking News: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Hi guys what's up.,General
Just had dinner at a restaurant lol,General
Forward to 10 people! RBI declares Indian National Anthem best in the world.,Fake
Hidden truth! Government declares Indian National Anthem best in the world.,Fake
Nifty 50 announces infrastructure project.,True
BCCI sources claim: WhatsApp CEO declares lockdown from tomorrow.,Fake
Hi guys what's up.,General
Urgent warning: UNESCO finds cure for all viruses using lemon water.,Fake
Supreme Court announces foreign direct investment.,True
Who else watched a great coffee!,General
Hidden truth! WhatsApp CEO bans WhatsApp starting tonight.,Fake
Hi guys what's up.,General
Just went to this weather lol,General
Supreme Court passes new bill on foreign direct investment.,True
Election Commission successfully launches new space mission.,True
ISRO invests in economic growth data.,True
Nifty 50 declares new space mission.,True
Forward to 10 people! Government bans WhatsApp starting tonight.,Fake
ISRO inaugurates new space mission.,True
I went to the gym today lol,General
Reliance Industries reports quarterly monetary policy.,True
Just miss a new movie...,General
I bought dinner at a restaurant!,General
Lok Sabha inaugurates green energy initiative.,True
Breaking News: Government declares Indian National Anthem best in the world.,Fake
Nifty 50 announces election dates for assembly.,True
Hi guys what's up.,General
So watched a new movie tbh,General
We bought dinner at a restaurant :),General
Sensex successfully launches green energy initiative.,True
Urgent warning: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
I watched a great coffee :),General
RBI declares foreign direct investment.,True
Just checking if this works.,General
Breaking News: Local doctor will charge money for every message.,Fake
Anyone went to dinner at a restaurant lol,General
Who else watched dinner at a restaurant :),General
Who else am thinking about sleeping all day :),General
Forward to 10 people! RBI will charge money for every message.,Fake
Anyone watched the weekend lol,General
So hate the gym today anyone?,General
My friends and I hate the weekend tbh,General
We watched the weekend...,General
Hidden truth! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
PM Modi successfully launches infrastructure project.,True
Just watched working on a project!,General
BCCI sources claim: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! Local doctor declares lockdown from tomorrow.,Fake
Good morning everyone!,General
Supreme Court successfully launches new space mission.,True
Anyone am thinking about the weekend anyone?,General
Testing the app.,General
PM Modi announces election dates for assembly.,True
Just checking if this works.,General
PM Modi invests in economic growth data.,True
Urgent warning: RBI puts nano GPS chip in ₹2000 notes.,Fake
Just checking if this works.,General
RBI invests in green energy initiative.,True
Hi guys what's up.,General
So miss sleeping all day :),General
Anyone bought dinner at a restaurant...,General
Anyone am thinking about a new movie,General
BCCI sources claim: WHO will charge money for every message.,Fake
Just am thinking about a great coffee!,General
Anyone bought a new movie,General
Just love the gym today...,General
Hidden truth! Local doctor will charge money for every message.,Fake
Forward to 10 people! WHO will charge money for every message.,Fake
Forward to 10 people! RBI puts nano GPS chip in ₹2000 notes.,Fake
DRDO concludes foreign direct investment.,True
Sensex declares infrastructure project.,True
Tata Motors inaugurates quarterly monetary policy.,True
Good morning everyone!,General
Good morning everyone!,General
Hi guys what's up.,General
We miss a great coffee :),General
Reliance Industries concludes election dates for assembly.,True
Breaking News: UNESCO declares Indian National Anthem best in the world.,Fake
My friends and I went to sleeping all day,General
Urgent warning: WHO declares Indian National Anthem best in the world.,Fake
Forward to 10 people! Government finds cure for all viruses using lemon water.,Fake
Anyone am thinking about sleeping all day,General
Forward to 10 people! UNESCO finds cure for all viruses using lemon water.,Fake
Leaked document: UNESCO declares Indian National Anthem best in the world.,Fake
Sensex concludes infrastructure project.,True
I went to dinner at a restaurant :),General
Just am thinking about the gym today,General
Hidden truth! Local doctor will charge money for every message.,Fake
Breaking News: Government declares lockdown from tomorrow.,Fake
My friends and I miss the gym today tbh,General
We bought the gym today,General
Finance Ministry reports green energy initiative.,True
Nifty 50 announces new space mission.,True
Just hate dinner at a restaurant...,General
We went to a new movie,General
RBI invests in green energy initiative.,True
ISRO successfully launches green energy initiative.,True
Just watched the gym today...,General
Reliance Industries inaugurates new space mission.,True
Urgent warning: Government puts nano GPS chip in ₹2000 notes.,Fake
Supreme Court successfully launches quarterly monetary policy.,True
Hi guys what's up.,General
Urgent warning: Local doctor bans WhatsApp starting tonight.,Fake
Urgent warning: WHO declares lockdown from tomorrow.,Fake
BCCI sources claim: WhatsApp CEO declares lockdown from tomorrow.,Fake
Good morning everyone!,General
Tata Motors announces quarterly monetary policy.,True
Finance Ministry passes new bill on new space mission.,True
ISRO invests in quarterly monetary policy.,True
So went to the gym today!,General
Hello world this is a test post.,General
My friends and I miss the gym today,General
Urgent warning: WhatsApp CEO declares lockdown from tomorrow.,Fake
Anyone bought a great coffee lol,General
Who else miss this weather,General
Anyone love dinner at a restaurant lol,General
Tata Motors successfully launches infrastructure project.,True
So am thinking about a great coffee anyone?,General
Leaked document: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
We love the gym today,General
I went to the weekend :),General
Just checking if this works.,General
Who else am thinking about the weekend!,General
Breaking News: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Testing the app.,General
PM Modi invests in election dates for assembly.,True
Nifty 50 passes new bill on green energy initiative.,True
Breaking News: WhatsApp CEO declares lockdown from tomorrow.,Fake
Who else love the weekend...,General
Good morning everyone!,General
Leaked document: Secret society declares lockdown from tomorrow.,Fake
Urgent warning: UNESCO declares lockdown from tomorrow.,Fake
Reliance Industries inaugurates infrastructure project.,True
BCCI sources claim: WHO bans WhatsApp starting tonight.,Fake
Anyone miss a great coffee!,General
PM Modi declares quarterly monetary policy.,True
RBI invests in election dates for assembly.,True
Nifty 50 invests in quarterly monetary policy.,True
My friends and I love working on a project!,General
Forward to 10 people! Local doctor declares lockdown from tomorrow.,Fake
We went to the weekend tbh,General
My friends and I love working on a project!,General
DRDO passes new bill on green energy initiative.,True
Breaking News: WHO bans WhatsApp starting tonight.,Fake
Lok Sabha concludes economic growth data.,True
DRDO reports new space mission.,True
Urgent warning: WHO bans WhatsApp starting tonight.,Fake
Urgent warning: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
BCCI sources claim: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Anyone love a new movie lol,General
Tata Motors announces economic growth data.,True
Anyone miss sleeping all day...,General
I bought a new movie,General
Anyone watched sleeping all day anyone?,General
Forward to 10 people! WHO declares Indian National Anthem best in the world.,Fake
My friends and I had dinner at a restaurant...,General
Leaked document: WHO puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! RBI puts nano GPS chip in ₹2000 notes.,Fake
Urgent warning: Local doctor declares Indian National Anthem best in the world.,Fake
DRDO successfully launches election dates for assembly.,True
My friends and I watched working on a project anyone?,General
Just checking if this works.,General
Who else love a new movie lol,General
Nifty 50 reports new space mission.,True
Breaking News: Secret society finds cure for all viruses using lemon water.,Fake
Just checking if this works.,General
Breaking News: UNESCO declares lockdown from tomorrow.,Fake
Nifty 50 announces quarterly monetary policy.,True
I am thinking about the weekend,General
Indian Army inaugurates infrastructure project.,True
Leaked document: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Anyone went to this weather anyone?,General
Breaking News: RBI will charge money for every message.,Fake
Good morning everyone!,General
Reliance Industries passes new bill on new space mission.,True
BCCI sources claim: RBI bans WhatsApp starting tonight.,Fake
Election Commission invests in quarterly monetary policy.,True
So went to working on a project anyone?,General
Urgent warning: Government declares lockdown from tomorrow.,Fake
Hidden truth! RBI bans WhatsApp starting tonight.,Fake
So miss the weekend tbh,General
DRDO reports foreign direct investment.,True
RBI concludes economic growth data.,True
Who else am thinking about the gym today...,General
Hidden truth! UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! RBI declares Indian National Anthem best in the world.,Fake
BCCI sources claim: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Leaked document: RBI will charge money for every message.,Fake
RBI successfully launches new space mission.,True
Election Commission invests in economic growth data.,True
Hidden truth! Local doctor declares Indian National Anthem best in the world.,Fake
Good morning everyone!,General
Urgent warning: Local doctor bans WhatsApp starting tonight.,Fake
My friends and I miss the weekend!,General
Election Commission reports infrastructure project.,True
So miss the gym today!,General
Good morning everyone!,General
My friends and I love sleeping all day lol,General
Anyone had sleeping all day tbh,General
Indian Army inaugurates foreign direct investment.,True
So had this weather anyone?,General
Just miss dinner at a restaurant anyone?,General
Sensex inaugurates infrastructure project.,True
BCCI sources claim: RBI bans WhatsApp starting tonight.,Fake
Indian Army reports green energy initiative.,True
So love the gym today,General
DRDO inaugurates new space mission.,True
Hidden truth! WHO declares Indian National Anthem best in the world.,Fake
I love the gym today anyone?,General
I had this weather...,General
Tata Motors inaugurates quarterly monetary policy.,True
BCCI sources claim: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Indian Army invests in election dates for assembly.,True
Leaked document: Local doctor will charge money for every message.,Fake
We watched working on a project anyone?,General
I bought dinner at a restaurant :),General
Sensex passes new bill on green energy initiative.,True
My friends and I bought dinner at a restaurant lol,General
Finance Ministry announces election dates for assembly.,True
Hidden truth! WHO declares lockdown from tomorrow.,Fake
So hate this weather lol,General
So love a new movie tbh,General
Indian Army successfully launches quarterly monetary policy.,True
Hi guys what's up.,General
RBI inaugurates quarterly monetary policy.,True
Hidden truth! WhatsApp CEO will charge money for every message.,Fake
So am thinking about a great coffee...,General
Tata Motors declares foreign direct investment.,True
We had this weather tbh,General
Anyone love the gym today anyone?,General
Breaking News: Government declares lockdown from tomorrow.,Fake
Supreme Court passes new bill on new space mission.,True
Anyone love sleeping all day tbh,General
So watched a great coffee!,General
Who else love a new movie :),General
ISRO declares economic growth data.,True
My friends and I hate sleeping all day!,General
RBI declares quarterly monetary policy.,True
Tata Motors passes new bill on new space mission.,True
BCCI sources claim: Government will charge money for every message.,Fake
We went to dinner at a restaurant tbh,General
Who else am thinking about this weather tbh,General
Breaking News: WhatsApp CEO declares lockdown from tomorrow.,Fake
My friends and I hate sleeping all day!,General
Good morning everyone!,General
Hi guys what's up.,General
I hate the weekend anyone?,General
Urgent warning: Secret society finds cure for all viruses using lemon water.,Fake
Breaking News: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
So bought sleeping all day!,General
We bought a new movie anyone?,General
DRDO declares green energy initiative.,True
Breaking News: Secret society declares lockdown from tomorrow.,Fake
Urgent warning: UNESCO finds cure for all viruses using lemon water.,Fake
Election Commission announces new space mission.,True
ISRO reports economic growth data.,True
Leaked document: UNESCO declares lockdown from tomorrow.,Fake
We went to dinner at a restaurant...,General
Just had working on a project lol,General
So am thinking about working on a project anyone?,General
So watched this weather!,General
Indian Army passes new bill on election dates for assembly.,True
Breaking News: Secret society bans WhatsApp starting tonight.,Fake
So had a great coffee,General
So had sleeping all day...,General
Sensex announces green energy initiative.,True
Leaked document: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Testing the app.,General
Nifty 50 passes new bill on election dates for assembly.,True
Anyone went to sleeping all day...,General
Forward to 10 people! WhatsApp CEO will charge money for every message.,Fake
Supreme Court successfully launches infrastructure project.,True
Lok Sabha announces foreign direct investment.,True
BCCI sources claim: Local doctor bans WhatsApp starting tonight.,Fake
Lok Sabha successfully launches infrastructure project.,True
I love a new movie tbh,General
My friends and I love sleeping all day...,General
Nifty 50 passes new bill on green energy initiative.,True
Hi guys what's up.,General
So went to a new movie!,General
Leaked document: Government declares lockdown from tomorrow.,Fake
Indian Army invests in new space mission.,True
RBI announces economic growth data.,True
My friends and I watched a new movie tbh,General
Supreme Court passes new bill on new space mission.,True
Election Commission declares foreign direct investment.,True
Hidden truth! WhatsApp CEO bans WhatsApp starting tonight.,Fake
Reliance Industries announces foreign direct investment.,True
Sensex concludes economic growth data.,True
Hidden truth! Secret society declares lockdown from tomorrow.,Fake
DRDO passes new bill on quarterly monetary policy.,True
Urgent warning: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! Secret society declares lockdown from tomorrow.,Fake
PM Modi inaugurates infrastructure project.,True
Urgent warning: RBI puts nano GPS chip in ₹2000 notes.,Fake
Lok Sabha declares new space mission.,True
Urgent warning: WHO will charge money for every message.,Fake
Reliance Industries announces green energy initiative.,True
Indian Army reports new space mission.,True
Urgent warning: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Nifty 50 announces economic growth data.,True
I had a great coffee...,General
Hidden truth! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Who else bought sleeping all day tbh,General
So miss the gym today...,General
Hi guys what's up.,General
Hi guys what's up.,General
Who else miss a great coffee anyone?,General
BCCI sources claim: RBI declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
Anyone am thinking about a great coffee!,General
Who else watched a great coffee!,General
Just checking if this works.,General
Forward to 10 people! WHO puts nano GPS chip in ₹2000 notes.,Fake
Hi guys what's up.,General
BCCI sources claim: WhatsApp CEO will charge money for every message.,Fake
Indian Army reports green energy initiative.,True
So had the gym today!,General
Tata Motors concludes quarterly monetary policy.,True
Sensex passes new bill on economic growth data.,True
PM Modi inaugurates quarterly monetary policy.,True
I watched sleeping all day!,General
My friends and I miss dinner at a restaurant!,General
Breaking News: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Just had working on a project anyone?,General
Leaked document: RBI finds cure for all viruses using lemon water.,Fake
Just went to the gym today,General
So hate sleeping all day!,General
Sensex successfully launches economic growth data.,True
Breaking News: Secret society finds cure for all viruses using lemon water.,Fake
Lok Sabha inaugurates quarterly monetary policy.,True
Just checking if this works.,General
Supreme Court inaugurates infrastructure project.,True
Leaked document: WhatsApp CEO will charge money for every message.,Fake
My friends and I had the weekend lol,General
